,Unnamed: 0,Unnamed: 0.1,symboling,normalized-losses,make,num-of-doors,body-style,drive-wheels,engine-location,wheel-base,length,width,height,curb-weight,engine-type,num-of-cylinders,engine-size,fuel-system,bore,stroke,compression-ratio,horsepower,peak-rpm,city-mpg,highway-mpg,price,city-L/100km,highway-L/100km,horsepower-binned,diesel,gas,aspiration-std,aspiration-turbo
119,119,119,1,154,14,4,3,1,0,93.7,0.8039404132628545,0.8861111111111111,0.8494983277591973,2191,2,4,98,1,2.97,3.23,9.4,68,5500.0,31,38,7609.0,7.580645161290323,6.184210526315789,1,0,1,1,0
120,120,120,-1,74,14,4,4,1,0,103.3,0.8390197020663143,0.8972222222222221,1.0,2535,2,4,122,1,3.35,3.46,8.5,88,5000.0,24,30,8921.0,9.791666666666666,7.833333333333332,1,0,1,1,0
121,121,121,3,122,14,2,2,2,0,95.9,0.8322921672272945,0.9208333333333332,0.8394648829431439,2818,2,4,156,6,3.59,3.86,7.0,145,5000.0,19,24,12764.0,12.36842105263158,9.791666666666666,2,0,1,0,1
122,122,122,3,186,15,2,2,2,0,94.5,0.8116290245074483,0.9486111111111112,0.8394648829431439,2778,2,4,151,5,3.94,3.11,9.5,143,5500.0,19,27,22018.0,12.36842105263158,8.703703703703704,2,0,1,1,0
123,123,123,3,122,15,2,1,2,1,89.5,0.8116290245074483,0.9027777777777778,0.8628762541806021,2756,3,6,194,5,3.74,2.9,9.5,207,5900.0,17,25,32528.0,13.823529411764708,9.4,0,0,1,1,0
124,124,124,3,122,15,2,1,2,1,89.5,0.8116290245074483,0.9027777777777778,0.8628762541806021,2756,3,6,194,5,3.74,2.9,9.5,207,5900.0,17,25,34028.0,13.823529411764708,9.4,0,0,1,1,0
125,125,125,3,122,15,2,0,2,1,89.5,0.8116290245074483,0.9027777777777778,0.8628762541806021,2800,3,6,194,5,3.74,2.9,9.5,207,5900.0,17,25,37028.0,13.823529411764708,9.4,0,0,1,1,0
126,126,126,0,122,16,4,4,1,0,96.1,0.8721768380586257,0.9236111111111112,0.9230769230769232,2579,2,4,132,5,3.46,3.9,8.7,104,5125.369458128079,23,31,9295.0,10.217391304347826,7.580645161290323,1,0,1,1,0
127,127,127,2,122,16,2,2,1,0,96.1,0.8495915425276309,0.925,0.8444816053511706,2460,2,4,132,5,3.46,3.9,8.7,104,5125.369458128079,23,31,9895.0,10.217391304347826,7.580645161290323,1,0,1,1,0
128,128,128,3,150,17,2,2,1,0,99.1,0.8966842864007688,0.9236111111111112,0.9381270903010034,2658,2,4,121,5,3.54,3.07,9.31,110,5250.0,21,28,11850.0,11.190476190476188,8.392857142857142,1,0,1,1,0
129,129,129,2,104,17,4,3,1,0,99.1,0.8966842864007688,0.9236111111111112,0.9381270903010034,2695,2,4,121,5,3.54,3.07,9.3,110,5250.0,21,28,12170.0,11.190476190476188,8.392857142857142,1,0,1,1,0
130,130,130,3,150,17,2,2,1,0,99.1,0.8966842864007688,0.9236111111111112,0.9381270903010034,2707,2,4,121,5,2.54,2.07,9.3,110,5250.0,21,28,15040.0,11.190476190476188,8.392857142857142,1,0,1,1,0
131,131,131,2,104,17,4,3,1,0,99.1,0.8966842864007688,0.9236111111111112,0.9381270903010034,2758,2,4,121,5,3.54,3.07,9.3,110,5250.0,21,28,15510.0,11.190476190476188,8.392857142857142,1,0,1,1,0
132,132,132,3,150,17,2,2,1,0,99.1,0.8966842864007688,0.9236111111111112,0.9381270903010034,2808,0,4,121,5,3.54,3.07,9.0,160,5500.0,19,26,18150.0,12.36842105263158,9.038461538461537,2,0,1,0,1
133,133,133,2,104,17,4,3,1,0,99.1,0.8966842864007688,0.9236111111111112,0.9381270903010034,2847,0,4,121,5,3.54,3.07,9.0,160,5500.0,19,26,18620.0,12.36842105263158,9.038461538461537,2,0,1,0,1
134,134,134,2,83,18,2,2,1,0,93.7,0.7539644401729938,0.8805555555555555,0.8979933110367894,2050,3,4,97,1,3.62,2.36,9.0,69,4900.0,31,36,5118.0,7.580645161290323,6.527777777777778,1,0,1,1,0
135,135,135,2,83,18,2,2,1,0,93.7,0.758769822200865,0.8833333333333333,0.8979933110367894,2120,3,4,108,1,3.62,2.64,8.7,73,4400.0,26,31,7053.0,9.038461538461537,7.580645161290323,1,0,1,1,0
136,136,136,2,83,18,2,2,0,0,93.3,0.7558865929841423,0.8861111111111111,0.9314381270903008,2240,3,4,108,1,3.62,2.64,8.7,73,4400.0,26,31,7603.0,9.038461538461537,7.580645161290323,1,0,1,1,0
137,137,137,0,102,18,4,3,1,0,97.2,0.8265257087938491,0.9083333333333334,0.8779264214046824,2145,3,4,108,1,3.62,2.64,9.5,82,4800.0,32,37,7126.0,7.34375,6.351351351351353,1,0,1,1,0
138,138,138,0,102,18,4,3,1,0,97.2,0.8265257087938491,0.9083333333333334,0.8779264214046824,2190,3,4,108,1,3.62,2.64,9.5,82,4400.0,28,33,7775.0,8.392857142857142,7.121212121212121,1,0,1,1,0
139,139,139,0,102,18,4,3,1,0,97.2,0.8265257087938491,0.9083333333333334,0.8779264214046824,2340,3,4,108,5,3.62,2.64,9.0,94,5200.0,26,32,9960.0,9.038461538461537,7.34375,1,0,1,1,0
140,140,140,0,102,18,4,3,0,0,97.0,0.8265257087938491,0.9083333333333334,0.9080267558528428,2385,3,4,108,1,3.62,2.64,9.0,82,4800.0,24,25,9233.0,9.791666666666666,9.4,1,0,1,1,0
141,141,141,0,102,18,4,3,0,0,97.0,0.8265257087938491,0.9083333333333334,0.9080267558528428,2510,3,4,108,5,3.62,2.64,7.7,111,4800.0,24,29,11259.0,9.791666666666666,8.103448275862071,1,0,1,0,1
142,142,142,0,89,18,4,4,1,0,97.0,0.8337337818356559,0.9083333333333334,0.8862876254180603,2290,3,4,108,1,3.62,2.64,9.0,82,4800.0,28,32,7463.0,8.392857142857142,7.34375,1,0,1,1,0
143,143,143,0,89,18,4,4,1,0,97.0,0.8337337818356559,0.9083333333333334,0.8862876254180603,2455,3,4,108,5,3.62,2.64,9.0,94,5200.0,25,31,10198.0,9.4,7.580645161290323,1,0,1,1,0
144,144,144,0,85,18,4,4,0,0,96.9,0.8342143200384431,0.9083333333333334,0.9180602006688964,2420,3,4,108,1,3.62,2.64,9.0,82,4800.0,23,29,8013.0,10.217391304347826,8.103448275862071,1,0,1,1,0
145,145,145,0,85,18,4,4,0,0,96.9,0.8342143200384431,0.9083333333333334,0.9180602006688964,2650,3,4,108,5,3.62,2.64,7.7,111,4800.0,23,23,11694.0,10.217391304347826,10.217391304347826,1,0,1,0,1
146,146,146,1,87,19,2,2,1,0,95.7,0.762614127823162,0.8833333333333333,0.911371237458194,1985,2,4,92,1,3.05,3.03,9.0,62,4800.0,35,39,5348.0,6.7142857142857135,6.0256410256410255,1,0,1,1,0
147,147,147,1,87,19,2,2,1,0,95.7,0.762614127823162,0.8833333333333333,0.911371237458194,2040,2,4,92,1,3.05,3.03,9.0,62,4800.0,31,38,6338.0,7.580645161290323,6.184210526315789,1,0,1,1,0
148,148,148,1,74,19,4,2,1,0,95.7,0.762614127823162,0.8833333333333333,0.911371237458194,2015,2,4,92,1,3.05,3.03,9.0,62,4800.0,31,38,6488.0,7.580645161290323,6.184210526315789,1,0,1,1,0
149,149,149,0,77,19,4,4,1,0,95.7,0.8154733301297453,0.8833333333333333,0.988294314381271,2280,2,4,92,1,3.05,3.03,9.0,62,4800.0,31,37,6918.0,7.580645161290323,6.351351351351353,1,0,1,1,0
150,150,150,0,81,19,4,4,0,0,95.7,0.8154733301297453,0.8833333333333333,0.988294314381271,2290,2,4,92,1,3.05,3.03,9.0,62,4800.0,27,32,7898.0,8.703703703703704,7.34375,1,0,1,1,0
151,151,151,0,91,19,4,4,0,0,95.7,0.8154733301297453,0.8833333333333333,0.988294314381271,3110,2,4,92,1,3.05,3.03,9.0,62,4800.0,27,32,8778.0,8.703703703703704,7.34375,1,0,1,1,0
152,152,152,0,91,19,4,3,1,0,95.7,0.7991350312349833,0.8944444444444445,0.8862876254180603,2081,2,4,98,1,3.19,3.03,9.0,70,4800.0,30,37,6938.0,7.833333333333332,6.351351351351353,1,0,1,1,0
153,153,153,0,91,19,4,2,1,0,95.7,0.7991350312349833,0.8944444444444445,0.8829431438127091,2109,2,4,98,1,3.19,3.03,9.0,70,4800.0,30,37,7198.0,7.833333333333332,6.351351351351353,1,0,1,1,0
154,154,154,0,91,19,4,3,1,0,95.7,0.7991350312349833,0.8944444444444445,0.8862876254180603,2275,2,4,110,3,3.27,3.35,22.5,56,4500.0,34,36,7898.0,6.911764705882352,6.527777777777778,1,1,0,1,0
155,155,155,0,91,19,4,2,1,0,95.7,0.7991350312349833,0.8944444444444445,0.8829431438127091,2275,2,4,110,3,3.27,3.35,22.5,56,4500.0,38,47,7788.0,6.184210526315789,5.0,1,1,0,1,0
156,156,156,0,91,19,4,3,1,0,95.7,0.7991350312349833,0.8944444444444445,0.8862876254180603,2094,2,4,98,1,3.19,3.03,9.0,70,4800.0,38,47,7738.0,6.184210526315789,5.0,1,0,1,1,0
157,157,157,0,91,19,4,2,1,0,95.7,0.7991350312349833,0.8944444444444445,0.8829431438127091,2122,2,4,98,1,3.19,3.03,9.0,70,4800.0,28,34,8358.0,8.392857142857142,6.911764705882352,1,0,1,1,0
158,158,158,0,91,19,4,3,1,0,95.7,0.7991350312349833,0.8944444444444445,0.8829431438127091,2140,2,4,98,1,3.19,3.03,9.0,70,4800.0,28,34,9258.0,8.392857142857142,6.911764705882352,1,0,1,1,0
159,159,159,1,168,19,2,3,2,0,94.5,0.810667948101874,0.8888888888888888,0.8795986622073579,2169,2,4,98,1,3.19,3.03,9.0,70,4800.0,29,34,8058.0,8.103448275862071,6.911764705882352,1,0,1,1,0
160,160,160,1,168,19,2,2,2,0,94.5,0.810667948101874,0.8888888888888888,0.8795986622073579,2204,2,4,98,1,3.19,3.03,9.0,70,4800.0,29,34,8238.0,8.103448275862071,6.911764705882352,1,0,1,1,0
161,161,161,1,168,19,2,3,2,0,94.5,0.810667948101874,0.8888888888888888,0.8795986622073579,2265,0,4,98,5,3.24,3.08,9.4,112,6600.0,26,29,9298.0,9.038461538461537,8.103448275862071,1,0,1,1,0
162,162,162,1,168,19,2,2,2,0,94.5,0.810667948101874,0.8888888888888888,0.8795986622073579,2300,0,4,98,5,3.24,3.08,9.4,112,6600.0,26,29,9538.0,9.038461538461537,8.103448275862071,1,0,1,1,0
163,163,163,2,134,19,2,1,2,0,98.4,0.8467083133109082,0.9111111111111108,0.8695652173913044,2540,2,4,146,5,3.62,3.5,9.3,116,4800.0,24,30,8449.0,9.791666666666666,7.833333333333332,1,0,1,1,0
164,164,164,2,134,19,2,1,2,0,98.4,0.8467083133109082,0.9111111111111108,0.8695652173913044,2536,2,4,146,5,3.62,3.5,9.3,116,4800.0,24,30,9639.0,9.791666666666666,7.833333333333332,1,0,1,1,0
165,165,165,2,134,19,2,2,2,0,98.4,0.8467083133109082,0.9111111111111108,0.8695652173913044,2551,2,4,146,5,3.62,3.5,9.3,116,4800.0,24,30,9989.0,9.791666666666666,7.833333333333332,1,0,1,1,0
166,166,166,2,134,19,2,1,2,0,98.4,0.8467083133109082,0.9111111111111108,0.8695652173913044,2679,2,4,146,5,3.62,3.5,9.3,116,4800.0,24,30,11199.0,9.791666666666666,7.833333333333332,1,0,1,1,0
167,167,167,2,134,19,2,2,2,0,98.4,0.8467083133109082,0.9111111111111108,0.8695652173913044,2714,2,4,146,5,3.62,3.5,9.3,116,4800.0,24,30,11549.0,9.791666666666666,7.833333333333332,1,0,1,1,0
168,168,168,2,134,19,2,0,2,0,98.4,0.8467083133109082,0.9111111111111108,0.8862876254180603,2975,2,4,146,5,3.62,3.5,9.3,116,4800.0,24,30,17669.0,9.791666666666666,7.833333333333332,1,0,1,1,0
169,169,169,-1,65,19,4,3,1,0,102.4,0.8438250840941854,0.9236111111111112,0.9180602006688964,2326,2,4,122,5,3.31,3.54,8.7,92,4200.0,29,34,8948.0,8.103448275862071,6.911764705882352,1,0,1,1,0
170,170,170,-1,65,19,4,3,1,0,102.4,0.8438250840941854,0.9236111111111112,0.9180602006688964,2480,2,4,110,3,3.27,3.35,22.5,73,4500.0,30,33,10698.0,7.833333333333332,7.121212121212121,1,1,0,0,1
171,171,171,-1,65,19,4,2,1,0,102.4,0.8438250840941854,0.9236111111111112,0.9013377926421404,2414,2,4,122,5,3.31,3.54,8.7,92,4200.0,27,32,9988.0,8.703703703703704,7.34375,1,0,1,1,0
172,172,172,-1,65,19,4,3,1,0,102.4,0.8438250840941854,0.9236111111111112,0.9180602006688964,2414,2,4,122,5,3.31,3.54,8.7,92,4200.0,27,32,10898.0,8.703703703703704,7.34375,1,0,1,1,0
173,173,173,-1,65,19,4,2,1,0,102.4,0.8438250840941854,0.9236111111111112,0.9013377926421404,2458,2,4,122,5,3.31,3.54,8.7,92,4200.0,27,32,11248.0,8.703703703703704,7.34375,1,0,1,1,0
174,174,174,3,197,19,2,2,2,0,102.9,0.8817876021143681,0.9402777777777778,0.8695652173913044,2976,0,6,171,5,3.27,3.35,9.3,161,5200.0,20,24,16558.0,11.75,9.791666666666666,2,0,1,1,0
175,175,175,3,197,19,2,2,2,0,102.9,0.8817876021143681,0.9402777777777778,0.8695652173913044,3016,0,6,171,5,3.27,3.35,9.3,161,5200.0,19,24,15998.0,12.36842105263158,9.791666666666666,2,0,1,1,0
176,176,176,-1,90,19,4,3,2,0,104.5,0.9024507448342144,0.9236111111111112,0.9046822742474916,3131,0,6,171,5,3.27,3.35,9.2,156,5200.0,20,24,15690.0,11.75,9.791666666666666,2,0,1,1,0
177,177,177,-1,122,19,4,4,2,0,104.5,0.9024507448342144,0.9236111111111112,0.9046822742474916,3151,0,6,161,5,3.27,3.35,9.2,156,5200.0,19,24,15750.0,12.36842105263158,9.791666666666666,2,0,1,1,0
178,178,178,2,122,20,2,3,1,0,97.3,0.8250840941854877,0.9097222222222222,0.9314381270903008,2261,2,4,97,3,3.01,3.4,23.0,52,4800.0,37,46,7775.0,6.351351351351353,5.108695652173913,1,1,0,1,0
179,179,179,2,122,20,2,3,1,0,97.3,0.8250840941854877,0.9097222222222222,0.9314381270903008,2209,2,4,109,5,3.19,3.4,9.0,85,5250.0,27,34,7975.0,8.703703703703704,6.911764705882352,1,0,1,1,0
180,180,180,2,94,20,4,3,1,0,97.3,0.8250840941854877,0.9097222222222222,0.9314381270903008,2264,2,4,97,3,3.01,3.4,23.0,52,4800.0,37,46,7995.0,6.351351351351353,5.108695652173913,1,1,0,1,0
181,181,181,2,94,20,4,3,1,0,97.3,0.8250840941854877,0.9097222222222222,0.9314381270903008,2212,2,4,109,5,3.19,3.4,9.0,85,5250.0,27,34,8195.0,8.703703703703704,6.911764705882352,1,0,1,1,0
182,182,182,2,94,20,4,3,1,0,97.3,0.8250840941854877,0.9097222222222222,0.9314381270903008,2275,2,4,109,5,3.19,3.4,9.0,85,5250.0,27,34,8495.0,8.703703703703704,6.911764705882352,1,0,1,1,0
183,183,183,2,94,20,4,3,1,0,97.3,0.8250840941854877,0.9097222222222222,0.9314381270903008,2319,2,4,97,3,3.01,3.4,23.0,68,4500.0,37,42,9495.0,6.351351351351353,5.595238095238094,1,1,0,0,1
184,184,184,2,94,20,4,3,1,0,97.3,0.8250840941854877,0.9097222222222222,0.9314381270903008,2300,2,4,109,5,3.19,3.4,10.0,100,5500.0,26,32,9995.0,9.038461538461537,7.34375,1,0,1,1,0
185,185,185,3,122,20,2,0,1,0,94.5,0.7654973570398848,0.8916666666666667,0.9297658862876256,2254,2,4,109,5,3.19,3.4,8.5,90,5500.0,24,29,11595.0,9.791666666666666,8.103448275862071,1,0,1,1,0
186,186,186,3,256,20,2,2,1,0,94.5,0.7962518020182604,0.8888888888888888,0.8595317725752508,2221,2,4,109,5,3.19,3.4,8.5,90,5500.0,24,29,9980.0,9.791666666666666,8.103448275862071,1,0,1,1,0
187,187,187,0,122,20,4,3,1,0,100.4,0.8659298414223928,0.9291666666666668,0.9214046822742477,2661,2,5,136,5,3.19,3.4,8.5,110,5500.0,19,24,13295.0,12.36842105263158,9.791666666666666,1,0,1,1,0
188,188,188,0,122,20,4,3,1,0,100.4,0.8659298414223928,0.9291666666666668,0.9214046822742477,2579,2,4,97,3,3.01,3.4,23.0,68,4500.0,33,38,13845.0,7.121212121212121,6.184210526315789,1,1,0,0,1
189,189,189,0,122,20,4,4,1,0,100.4,0.8798654493032196,0.9291666666666668,0.9214046822742477,2563,2,4,109,5,3.19,3.4,9.0,88,5500.0,25,31,12290.0,9.4,7.580645161290323,1,0,1,1,0
190,190,190,-2,103,21,4,3,2,0,104.3,0.9072561268620856,0.9333333333333332,0.9397993311036792,2912,2,4,141,5,3.78,3.15,9.5,114,5400.0,23,28,12940.0,10.217391304347826,8.392857142857142,1,0,1,1,0
191,191,191,-1,74,21,4,4,2,0,104.3,0.9072561268620856,0.9333333333333332,0.9615384615384616,3034,2,4,141,5,3.78,3.15,9.5,114,5400.0,23,28,13415.0,10.217391304347826,8.392857142857142,1,0,1,1,0
192,192,192,-2,103,21,4,3,2,0,104.3,0.9072561268620856,0.9333333333333332,0.9397993311036792,2935,2,4,141,5,3.78,3.15,9.5,114,5400.0,24,28,15985.0,9.791666666666666,8.392857142857142,1,0,1,1,0
193,193,193,-1,74,21,4,4,2,0,104.3,0.9072561268620856,0.9333333333333332,0.9615384615384616,3042,2,4,141,5,3.78,3.15,9.5,114,5400.0,24,28,16515.0,9.791666666666666,8.392857142857142,1,0,1,1,0
194,194,194,-2,103,21,4,3,2,0,104.3,0.9072561268620856,0.9333333333333332,0.9397993311036792,3045,2,4,130,5,3.62,3.15,7.5,162,5100.0,17,22,18420.0,13.823529411764708,10.681818181818182,2,0,1,0,1
195,195,195,-1,74,21,4,4,2,0,104.3,0.9072561268620856,0.9333333333333332,0.9615384615384616,3157,2,4,130,5,3.62,3.15,7.5,162,5100.0,17,22,18950.0,13.823529411764708,10.681818181818182,2,0,1,0,1
196,196,196,-1,95,21,4,3,2,0,109.1,0.9072561268620856,0.9569444444444444,0.92809364548495,2952,2,4,141,5,3.78,3.15,9.5,114,5400.0,23,28,16845.0,10.217391304347826,8.392857142857142,1,0,1,1,0
197,197,197,-1,95,21,4,3,2,0,109.1,0.9072561268620856,0.9555555555555556,0.92809364548495,3049,2,4,141,5,3.78,3.15,8.7,160,5300.0,19,25,19045.0,12.36842105263158,9.4,2,0,1,0,1
198,198,198,-1,95,21,4,3,2,0,109.1,0.9072561268620856,0.9569444444444444,0.92809364548495,3012,4,6,173,5,3.58,2.87,8.8,134,5500.0,18,23,21485.0,13.055555555555555,10.217391304347826,2,0,1,1,0
199,199,199,-1,95,21,4,3,2,0,109.1,0.9072561268620856,0.9569444444444444,0.92809364548495,3217,2,6,145,3,3.01,3.4,23.0,106,4800.0,26,27,22470.0,9.038461538461537,8.703703703703704,1,1,0,0,1
200,200,200,-1,95,21,4,3,2,0,109.1,0.9072561268620856,0.9569444444444444,0.92809364548495,3062,2,4,141,5,3.78,3.15,9.5,114,5400.0,19,25,22625.0,12.36842105263158,9.4,1,0,1,0,1
